0,Statuto,U
0,Piazza Castello,U
0,Porta Susa sud,U
0,Collegno,O
0,Rivoli,O
0,Pianezza,O
0,Alpignano,O
0,Casellette,O
0,Rosta,O
0,Avigliana,P
0,Villar Dora,P
0,Condove,Q
0,Chiusa San Michele,Q
0,Inghilterra,U
0,Vittorio Emanuele II,U
0,Porta susa nord,U
0,Porta nuova,U
0,Lingotto,U
0,Carlo alberto,U
0,Valentino,U
0,Nizza,U
0,Francia,U
0,Massaua,U
0,Rivoli,U
